,genre
3064,blues
9608,classical
3749,dance
10058,blues
1380,pop
4132,classical
676,country
7972,techno
6959,techno
4326,metal
7288,jazz
9314,metal
10312,metal
11660,country
10291,jazz
2423,rock
9491,techno
7380,pop
8161,country
7301,metal
7455,techno
8706,dance
7561,blues
4634,classical
9726,dance
8793,jazz
7205,dance
7834,metal
7049,acoustic
9044,acoustic
11432,rock
5625,classical
4668,country
6655,country
6719,dance
2892,pop
3970,techno
462,techno
2018,acoustic
6715,dance
4286,jazz
8564,blues
10659,country
9824,metal
4100,classical
5486,techno
10603,classical
9753,jazz
237,dance
11031,acoustic
10460,techno
6020,acoustic
5166,country
6038,acoustic
5401,rock
8225,dance
1702,dance
11085,blues
1469,techno
3307,metal
2254,jazz
8366,pop
4217,dance
3253,jazz
447,rock
3075,blues
7098,blues
10919,rock
3694,country
9469,techno
2049,acoustic
4745,dance
6561,blues
2997,techno
9080,blues
5618,classical
6177,country
493,techno
500,acoustic
535,acoustic
10912,rock
1514,acoustic
11594,blues
7429,rock
1660,country
803,metal
10551,blues
8973,techno
7366,pop
3320,metal
2570,blues
9087,blues
11375,pop
5012,acoustic
6636,classical
10348,metal
232,dance
3954,techno
6903,rock
3053,blues
1357,pop
2171,country
4362,pop
7795,jazz
10917,rock
4461,techno
4380,pop
11903,rock
11041,acoustic
3092,blues
1343,metal
2045,acoustic
10384,pop
9618,classical
4994,techno
7482,techno
8120,classical
10410,rock
11262,jazz
2177,country
4803,metal
3591,blues
9810,metal
6906,rock
2744,dance
6898,pop
4011,acoustic
4811,metal
292,jazz
3924,rock
9412,rock
746,dance
1272,jazz
5044,acoustic
6118,classical
6131,classical
7922,rock
1127,classical
10313,metal
11434,rock
5589,blues
9790,jazz
1154,country
3057,blues
9690,country
11323,metal
3205,dance
6263,jazz
5876,pop
732,dance
1185,country
75,blues
8148,classical
7500,acoustic
1615,classical
5754,jazz
1690,country
5160,country
7074,blues
2963,techno
9069,blues
4404,rock
9529,acoustic
1787,jazz
4706,dance
10973,techno
11824,metal
4800,metal
1891,pop
2328,metal
697,country
10178,country
4264,jazz
1644,classical
10788,jazz
2651,country
2370,pop
3288,jazz
4163,country
6651,country
7276,jazz
11331,metal
7924,rock
4455,techno
3688,country
5285,jazz
6889,pop
9992,techno
926,rock
9693,country
5532,acoustic
8113,classical
5441,rock
7146,classical
8069,blues
3850,pop
7854,pop
2109,classical
9098,blues
10563,blues
2951,techno
2473,techno
3065,blues
10064,blues
6469,techno
10365,pop
476,techno
4776,jazz
6017,acoustic
1709,dance
4114,classical
8285,jazz
9261,jazz
1220,dance
10918,rock
2840,metal
6063,blues
3777,jazz
5757,jazz
7981,techno
9560,blues
4511,acoustic
2345,metal
5557,blues
4645,classical
4579,blues
10678,country
6787,jazz
8799,jazz
1597,blues
8496,techno
11466,techno
1094,blues
8554,blues
6569,blues
228,dance
1398,pop
7228,dance
5300,metal
229,dance
7967,techno
2979,techno
9343,metal
394,pop
11485,techno
9752,jazz
1965,techno
3699,country
11426,rock
6444,rock
5816,metal
2912,rock
2220,dance
7164,country
3035,acoustic
1119,classical
6419,rock
11103,classical
2737,dance
8595,blues
9358,pop
2485,techno
7637,classical
10172,country
7096,blues
5649,classical
2274,jazz
8090,blues
3876,pop
2078,blues
8750,jazz
7471,techno
7466,techno
4788,jazz
6188,country
2481,techno
6920,rock
6904,rock
6474,techno
10637,classical
5453,techno
6443,rock
9221,dance
2459,techno
8467,techno
11751,jazz
5096,blues
11948,rock
5550,blues
10054,blues
7231,dance
10145,classical
2268,jazz
7836,metal
11123,classical
1601,classical
6515,acoustic
7989,techno
11170,country
2596,blues
6448,rock
5062,blues
11617,classical
334,metal
2703,dance
8783,jazz
2111,classical
5132,classical
4198,country
11553,blues
3953,techno
5623,classical
1126,classical
4598,blues
3862,pop
5808,metal
427,rock
11266,jazz
3787,jazz
9173,country
791,jazz
3901,rock
3463,techno
6071,blues
2876,pop
1545,acoustic
873,pop
386,pop
5137,classical
8095,blues
969,techno
10999,techno
4218,dance
6665,country
8802,metal
2532,acoustic
8427,rock
10344,metal
1364,pop
11134,classical
1585,blues
10535,acoustic
8065,blues
10935,rock
6398,pop
4037,acoustic
2269,jazz
3496,techno
5971,techno
2891,pop
11137,classical
5891,pop
4933,rock
4067,blues
4806,metal
296,jazz
167,country
7627,classical
918,rock
2903,rock
661,country
2629,classical
8860,pop
5957,techno
1163,country
6505,acoustic
7537,acoustic
9398,pop
2301,metal
494,techno
851,pop
7117,classical
11444,rock
11150,country
2594,blues
10381,pop
7774,jazz
44,acoustic
9296,jazz
3572,blues
3334,metal
1179,country
10347,metal
5048,acoustic
8261,jazz
7694,country
7350,pop
6527,acoustic
1312,metal
5839,metal
10630,classical
2699,country
6035,acoustic
8618,classical
7162,country
1517,acoustic
4209,dance
2366,pop
9826,metal
8798,jazz
5591,blues
5780,jazz
10851,pop
4493,techno
11869,pop
10936,rock
10246,dance
3934,rock
11347,metal
10798,jazz
5130,classical
2350,pop
2878,pop
6357,pop
1593,blues
10666,country
690,country
1442,rock
2806,metal
2404,rock
342,metal
486,techno
4450,techno
1065,blues
9323,metal
11750,jazz
3998,techno
1819,metal
6013,acoustic
7937,rock
1247,dance
3751,jazz
1152,country
9654,country
7635,classical
5251,jazz
350,pop
2688,country
7499,techno
10470,techno
3111,classical
8174,country
6893,pop
9308,metal
8353,pop
4473,techno
2156,country
2778,jazz
3126,classical
6464,techno
5490,techno
10328,metal
8867,pop
8186,country
9346,metal
8222,dance
8351,pop
3093,blues
2772,jazz
5049,acoustic
2569,blues
1129,classical
1265,jazz
4047,acoustic
6625,classical
1415,rock
1758,jazz
10092,blues
6134,classical
5434,rock
11127,classical
10600,classical
1176,country
4929,rock
6854,pop
9298,jazz
10423,rock
5,acoustic
11200,dance
3698,country
9536,acoustic
9842,metal
273,jazz
10960,techno
8883,pop
2452,techno
4458,techno
1356,pop
183,country
3518,acoustic
3040,acoustic
4920,rock
3789,jazz
7796,jazz
9963,techno
10963,techno
197,country
4890,pop
2867,pop
8331,metal
400,rock
1544,acoustic
1826,metal
8030,acoustic
7918,rock
10165,country
8260,jazz
171,country
7685,country
4765,jazz
10873,pop
3570,blues
10985,techno
4086,blues
3161,country
5071,blues
3714,dance
4203,dance
6343,metal
10598,blues
1429,rock
8106,classical
9186,country
1480,techno
6830,metal
2106,classical
5440,rock
1959,techno
3594,blues
8461,techno
8791,jazz
3036,acoustic
2576,blues
10626,classical
9578,blues
9050,blues
8473,techno
6605,classical
7742,dance
1282,jazz
8489,techno
8292,jazz
11636,classical
10964,techno
7247,dance
10680,country
3831,metal
9970,techno
11599,blues
10006,acoustic
404,rock
596,blues
4501,acoustic
9345,metal
7617,classical
80,blues
10302,metal
2125,classical
1699,country
8368,pop
11838,metal
709,dance
9357,pop
11797,jazz
7417,rock
2290,jazz
5294,jazz
6481,techno
5180,country
7343,metal
7713,dance
846,metal
2115,classical
11525,acoustic
5902,rock
1284,jazz
4398,pop
4923,rock
1296,jazz
8313,metal
8758,jazz
657,country
4331,metal
10282,jazz
4129,classical
1389,pop
2427,rock
8445,rock
3188,country
8774,jazz
5442,rock
8986,techno
982,techno
7636,classical
6754,jazz
2465,techno
10062,blues
5619,classical
7182,country
2382,pop
4007,acoustic
650,country
9881,pop
5237,dance
717,dance
6855,pop
10968,techno
3125,classical
2286,jazz
6463,techno
4807,metal
10152,country
3014,acoustic
4908,rock
7859,pop
905,rock
3235,dance
9747,dance
9127,classical
8169,country
9392,pop
1189,country
3461,techno
9198,country
5293,jazz
2339,metal
11479,techno
9401,rock
4236,dance
5862,pop
6579,blues
2662,country
11495,techno
8495,techno
2040,acoustic
1764,jazz
10720,dance
7142,classical
2448,rock
11151,country
6786,jazz
6929,rock
9337,metal
1499,techno
6744,dance
8408,rock
10580,blues
10923,rock
6327,metal
11018,acoustic
2542,acoustic
8134,classical
7139,classical
3738,dance
10299,jazz
9330,metal
4870,pop
8215,dance
11020,acoustic
3963,techno
1681,country
8757,jazz
1293,jazz
678,country
5789,jazz
9448,rock
8394,pop
8425,rock
4517,acoustic
3958,techno
6882,pop
8343,metal
1663,country
5684,country
4247,dance
1170,country
3173,country
11638,classical
956,techno
6909,rock
5869,pop
4761,jazz
2411,rock
7841,metal
9226,dance
9940,rock
10035,acoustic
8060,blues
2675,country
3166,country
4514,acoustic
6676,country
5481,techno
9259,jazz
8797,jazz
176,country
3885,pop
1099,blues
4038,acoustic
8538,acoustic
9544,acoustic
4226,dance
9722,dance
8949,rock
6777,jazz
2395,pop
5377,pop
1900,rock
4245,dance
8926,rock
6406,rock
10040,acoustic
11977,techno
4544,acoustic
3860,pop
1823,metal
7346,metal
6852,pop
901,rock
8965,techno
3628,classical
5701,dance
7261,jazz
10357,pop
4830,metal
1005,acoustic
6200,dance
3521,acoustic
1401,rock
10337,metal
7144,classical
3100,classical
722,dance
5017,acoustic
11502,acoustic
8635,classical
5358,pop
10055,blues
6546,acoustic
178,country
9787,jazz
2750,jazz
10,acoustic
8344,metal
3233,dance
2999,techno
9568,blues
5082,blues
8210,dance
1384,pop
2021,acoustic
6247,dance
9229,dance
139,classical
1689,country
11072,blues
6832,metal
5675,country
1779,jazz
6185,country
10118,classical
10050,blues
7353,pop
2714,dance
3569,blues
9434,rock
7941,rock
3054,blues
7565,blues
10475,techno
11563,blues
1320,metal
527,acoustic
731,dance
6145,classical
2952,techno
7736,dance
5866,pop
564,blues
7338,metal
1761,jazz
10243,dance
10916,rock
3928,rock
2852,pop
2070,blues
756,jazz
8155,country
9021,acoustic
7082,blues
6571,blues
8638,classical
7838,metal
3577,blues
1010,acoustic
5508,acoustic
2724,dance
11901,rock
3424,rock
8251,jazz
4040,acoustic
8304,metal
10609,classical
4571,blues
10436,rock
2361,pop
5116,classical
1068,blues
5503,acoustic
7613,classical
6328,metal
10765,jazz
11025,acoustic
6174,country
6862,pop
5622,classical
7881,pop
1449,rock
2342,metal
3986,techno
8180,country
1390,pop
135,classical
5399,pop
7609,classical
1746,dance
8267,jazz
4557,blues
5035,acoustic
467,techno
5163,country
8766,jazz
11355,pop
11715,dance
4453,techno
4407,rock
7091,blues
11236,dance
4757,jazz
70,blues
4736,dance
8648,classical
6252,jazz
7951,techno
5964,techno
3960,techno
5402,rock
4667,country
11014,acoustic
8184,country
2497,techno
8531,acoustic
11723,dance
1467,techno
155,country
2329,metal
7341,metal
8878,pop
1859,pop
7255,jazz
3082,blues
4968,techno
2239,dance
9181,country
2273,jazz
10383,pop
4500,acoustic
2017,acoustic
7546,acoustic
9886,pop
2077,blues
5814,metal
1188,country
5146,classical
3610,classical
11165,country
8205,dance
11365,pop
7984,techno
3790,jazz
908,rock
8723,dance
1273,jazz
2499,techno
5761,jazz
4448,rock
1521,acoustic
9659,country
5890,pop
10719,dance
11923,rock
11098,blues
7910,rock
7325,metal
5411,rock
231,dance
10657,country
5210,dance
664,country
11422,rock
10399,pop
1839,metal
191,country
7352,pop
8519,acoustic
8945,rock
1944,rock
6459,techno
11897,pop
8179,country
1251,jazz
1374,pop
2604,classical
3647,classical
6439,rock
4348,metal
11832,metal
11146,classical
381,pop
1729,dance
4035,acoustic
10685,country
10125,classical
2391,pop
4861,pop
5221,dance
11547,acoustic
1093,blues
8728,dance
1304,metal
2990,techno
5584,blues
11998,techno
7488,techno
2059,blues
10749,dance
9677,country
6570,blues
7039,acoustic
11921,rock
8298,jazz
8901,rock
2727,dance
626,classical
10051,blues
3112,classical
1345,metal
1794,jazz
81,blues
6055,blues
1505,acoustic
6418,rock
8317,metal
11086,blues
1377,pop
5321,metal
8256,jazz
7165,country
1434,rock
11427,rock
10060,blues
4127,classical
2462,techno
5382,pop
6795,jazz
7815,metal
9911,rock
7104,classical
10424,rock
6390,pop
3148,classical
5517,acoustic
8539,acoustic
10354,pop
1092,blues
10077,blues
10859,pop
2352,pop
11582,blues
7152,country
7239,dance
2142,classical
7150,country
5366,pop
4880,pop
540,acoustic
11758,jazz
452,techno
7785,jazz
9909,rock
2092,blues
8617,classical
8646,classical
10782,jazz
9257,jazz
11667,country
1518,acoustic
9047,acoustic
7321,metal
10498,techno
5566,blues
3762,jazz
11690,country
3319,metal
5245,dance
5330,metal
7640,classical
11890,pop
317,metal
4336,metal
976,techno
2705,dance
5144,classical
3223,dance
9708,dance
7839,metal
7405,rock
8107,classical
4474,techno
6318,metal
9697,country
5090,blues
5915,rock
1459,techno
7296,jazz
9318,metal
2701,dance
6077,blues
315,metal
10326,metal
1341,metal
2432,rock
5629,classical
8581,blues
855,pop
9827,metal
8870,pop
5886,pop
2733,dance
8474,techno
10375,pop
4085,blues
1697,country
8255,jazz
267,jazz
9042,acoustic
6788,jazz
2896,pop
1091,blues
6178,country
9247,dance
5025,acoustic
8963,techno
7551,blues
10799,jazz
10747,dance
5238,dance
8288,jazz
11902,rock
4153,country
1642,classical
11578,blues
11314,metal
6857,pop
869,pop
11952,techno
3200,dance
11010,acoustic
5520,acoustic
920,rock
5147,classical
7731,dance
10278,jazz
502,acoustic
9635,classical
7595,blues
8115,classical
9566,blues
8698,country
367,pop
6946,rock
10362,pop
2089,blues
6139,classical
1648,classical
795,jazz
451,techno
6712,dance
4457,techno
7197,country
3483,techno
2937,rock
3849,metal
7992,techno
2468,techno
11857,pop
4848,metal
4586,blues
3551,blues
236,dance
8663,country
831,metal
11955,techno
1013,acoustic
9282,jazz
4519,acoustic
2849,metal
6834,metal
1573,blues
4577,blues
8318,metal
1781,jazz
7566,blues
1087,blues
11336,metal
3776,jazz
1904,rock
69,blues
351,pop
9110,classical
7269,jazz
3639,classical
4073,blues
10487,techno
9182,country
7678,country
2207,dance
2610,classical
195,country
1020,acoustic
4105,classical
5368,pop
5149,classical
3834,metal
6608,classical
4779,jazz
3298,jazz
6065,blues
633,classical
6688,country
8369,pop
10533,acoustic
11794,jazz
7292,jazz
4489,techno
2513,acoustic
1259,jazz
7202,dance
7985,techno
859,pop
7887,pop
1470,techno
10256,jazz
8656,country
8295,jazz
4594,blues
4495,techno
10404,rock
6402,rock
431,rock
3809,metal
5558,blues
6526,acoustic
6980,techno
9929,rock
5152,country
4350,pop
6016,acoustic
10559,blues
1199,country
6721,dance
11722,dance
4575,blues
5867,pop
8129,classical
5633,classical
910,rock
10199,country
4340,metal
4822,metal
11167,country
5608,classical
8001,acoustic
9377,pop
10797,jazz
5089,blues
9816,metal
11161,country
1861,pop
4611,classical
11529,acoustic
8699,country
8043,acoustic
8372,pop
10462,techno
10770,jazz
8009,acoustic
728,dance
2430,rock
10806,metal
5216,dance
850,pop
7667,country
289,jazz
6650,country
3949,rock
214,dance
11275,jazz
1234,dance
6598,blues
2456,techno
9583,blues
7115,classical
8156,country
9784,jazz
5744,dance
9397,pop
723,dance
11896,pop
4960,techno
3519,acoustic
1688,country
6280,jazz
1870,pop
6606,classical
8131,classical
8584,blues
3706,dance
8604,classical
2817,metal
3976,techno
3354,pop
10366,pop
11180,country
8109,classical
6471,techno
7476,techno
9166,country
10619,classical
11083,blues
9455,techno
3475,techno
5885,pop
6953,techno
583,blues
5882,pop
2476,techno
10393,pop
1035,acoustic
10913,rock
10556,blues
3710,dance
3176,country
1902,rock
8560,blues
9698,country
974,techno
10908,rock
2262,jazz
8178,country
10599,blues
11230,dance
2955,techno
2083,blues
3684,country
9855,pop
9299,jazz
39,acoustic
11587,blues
7848,metal
5113,classical
10835,metal
8801,metal
1355,pop
11835,metal
1457,techno
2692,country
9998,techno
8912,rock
4916,rock
3158,country
455,techno
2525,acoustic
4710,dance
1951,techno
2508,acoustic
7313,metal
10095,blues
4503,acoustic
2857,pop
1765,jazz
1081,blues
4138,classical
9215,dance
2103,classical
4630,classical
11341,metal
1924,rock
388,pop
9843,metal
4855,pop
8526,acoustic
10622,classical
740,dance
8268,jazz
1610,classical
6942,rock
2588,blues
4695,country
8084,blues
3549,acoustic
7174,country
623,classical
5638,classical
10601,classical
1120,classical
4130,classical
9705,dance
5223,dance
3869,pop
563,blues
9916,rock
5022,acoustic
4782,jazz
7473,techno
8819,metal
7054,blues
2153,country
5998,techno
3530,acoustic
965,techno
9885,pop
9277,jazz
4886,pop
10411,rock
1056,blues
2995,techno
4251,jazz
11276,jazz
635,classical
258,jazz
4681,country
11549,acoustic
1027,acoustic
599,blues
5981,techno
6320,metal
821,metal
4860,pop
4427,rock
8219,dance
11919,rock
3124,classical
2205,dance
10856,pop
7295,jazz
3157,country
5790,jazz
50,blues
71,blues
3487,techno
9234,dance
2025,acoustic
6749,dance
7243,dance
4665,country
9217,dance
9128,classical
5449,rock
5718,dance
4921,rock
306,metal
2679,country
5650,country
1572,blues
5102,classical
1988,techno
3608,classical
5610,classical
9360,pop
9339,metal
5191,country
4168,country
6923,rock
10850,pop
2015,acoustic
8233,dance
3439,rock
6076,blues
7220,dance
9609,classical
11226,dance
2592,blues
9936,rock
7878,pop
5795,jazz
3855,pop
8053,blues
5748,dance
9584,blues
7027,acoustic
9854,pop
10495,techno
2552,blues
5250,jazz
7571,blues
7527,acoustic
11297,jazz
949,rock
8917,rock
7253,jazz
1842,metal
5777,jazz
95,blues
4186,country
17,acoustic
5775,jazz
7420,rock
3778,jazz
11068,blues
3717,dance
1638,classical
7520,acoustic
8193,country
11661,country
6358,pop
5185,country
3893,pop
9344,metal
2726,dance
11445,rock
3872,pop
7697,country
875,pop
8391,pop
10785,jazz
7983,techno
11076,blues
2297,jazz
144,classical
5734,dance
5553,blues
630,classical
3280,jazz
6826,metal
5880,pop
8755,jazz
1822,metal
103,classical
11573,blues
5752,jazz
4207,dance
2022,acoustic
2768,jazz
2170,country
8500,acoustic
3730,dance
9132,classical
10249,dance
3011,acoustic
10482,techno
6783,jazz
4413,rock
10740,dance
418,rock
10754,jazz
840,metal
894,pop
9108,classical
3390,pop
11819,metal
1821,metal
5206,dance
7722,dance
362,pop
4287,jazz
9034,acoustic
6250,jazz
8821,metal
7286,jazz
8246,dance
7669,country
11001,acoustic
8132,classical
10207,dance
4689,country
907,rock
11348,metal
2455,techno
1411,rock
345,metal
11616,classical
301,metal
10753,jazz
9197,country
2193,country
7061,blues
5776,jazz
8591,blues
7421,rock
6156,country
3002,acoustic
10909,rock
4378,pop
6939,rock
2406,rock
2731,dance
7374,pop
411,rock
1679,country
3562,blues
4766,jazz
2438,rock
9976,techno
2616,classical
307,metal
150,country
7036,acoustic
2548,acoustic
11437,rock
1620,classical
5817,metal
1551,blues
598,blues
9022,acoustic
4545,acoustic
9917,rock
11746,dance
7926,rock
6273,jazz
9363,pop
9948,rock
1634,classical
7514,acoustic
5199,country
10706,dance
10049,acoustic
2743,dance
1067,blues
6015,acoustic
8433,rock
1680,country
445,rock
3221,dance
8048,acoustic
3063,blues
11526,acoustic
4797,jazz
9092,blues
7257,jazz
3415,rock
10148,classical
2652,country
2861,pop
6279,jazz
2158,country
1548,acoustic
5458,techno
736,dance
2637,classical
9820,metal
2426,rock
7909,rock
5077,blues
10748,dance
6847,metal
7175,country
6062,blues
10160,country
10401,rock
168,country
1373,pop
4863,pop
770,jazz
382,pop
8737,dance
7634,classical
11364,pop
971,techno
3824,metal
6580,blues
4971,techno
3363,pop
10210,dance
10261,jazz
2643,classical
7868,pop
5537,acoustic
379,pop
3472,techno
131,classical
5061,blues
6488,techno
8987,techno
10766,jazz
279,jazz
7116,classical
4657,country
7809,metal
8743,dance
9601,classical
11413,rock
9532,acoustic
8876,pop
6870,pop
7606,classical
7147,classical
5194,country
7133,classical
4267,jazz
1240,dance
11232,dance
10468,techno
4405,rock
11317,metal
3186,country
6736,dance
10253,jazz
6500,acoustic
10273,jazz
2747,dance
3852,pop
10592,blues
8249,dance
5225,dance
10727,dance
2780,jazz
1257,jazz
6194,country
562,blues
6031,acoustic
4826,metal
2272,jazz
3231,dance
9778,jazz
4674,country
6056,blues
1706,dance
5832,metal
6933,rock
10499,techno
102,classical
8561,blues
8296,jazz
5363,pop
11027,acoustic
7092,blues
6589,blues
8085,blues
3085,blues
5069,blues
7920,rock
6037,acoustic
2037,acoustic
5174,country
4020,acoustic
5821,metal
11178,country
9716,dance
2251,jazz
7268,jazz
7947,rock
2789,jazz
6138,classical
3625,classical
9119,classical
5267,jazz
3641,classical
11728,dance
18,acoustic
133,classical
3042,acoustic
3889,pop
8220,dance
10376,pop
396,pop
11183,country
5798,jazz
9828,metal
532,acoustic
11621,classical
1559,blues
7879,pop
6604,classical
3243,dance
11374,pop
11460,techno
9571,blues
8051,blues
3110,classical
11566,blues
7733,dance
593,blues
10416,rock
11759,jazz
6937,rock
9908,rock
10029,acoustic
3052,blues
7021,acoustic
7698,country
758,jazz
2781,jazz
11942,rock
4873,pop
5913,rock
7161,country
5092,blues
4905,rock
1876,pop
2957,techno
1546,acoustic
6259,jazz
9030,acoustic
11214,dance
6883,pop
5903,rock
7945,rock
6607,classical
6324,metal
9704,dance
8472,techno
8128,classical
7586,blues
4892,pop
9292,jazz
426,rock
8410,rock
10343,metal
3425,rock
225,dance
11806,metal
3979,techno
3116,classical
3497,techno
10710,dance
6849,metal
5904,rock
10596,blues
366,pop
1599,blues
6304,metal
639,classical
1036,acoustic
11644,classical
9320,metal
7845,metal
3559,blues
7664,country
8804,metal
10311,metal
11210,dance
7570,blues
6550,blues
536,acoustic
6256,jazz
9158,country
7459,techno
3327,metal
11156,country
6493,techno
9950,techno
3566,blues
4146,classical
6640,classical
10259,jazz
9061,blues
3984,techno
2943,rock
8756,jazz
8931,rock
5171,country
9293,jazz
3190,country
6838,metal
4719,dance
8851,pop
11505,acoustic
11962,techno
7381,pop
2495,techno
7388,pop
5192,country
251,jazz
6694,country
8984,techno
1097,blues
5110,classical
11863,pop
8517,acoustic
11474,techno
1857,pop
8529,acoustic
7364,pop
7703,dance
10787,jazz
5909,rock
6609,classical
2756,jazz
1201,dance
8211,dance
9400,rock
7512,acoustic
6190,country
8152,country
9456,techno
10965,techno
616,classical
8137,classical
6050,blues
7995,techno
5529,acoustic
4578,blues
7052,blues
3990,techno
5810,metal
7159,country
7591,blues
6672,country
7690,country
3858,pop
1085,blues
5597,blues
8972,techno
2003,acoustic
256,jazz
9845,metal
9101,classical
3122,classical
5188,country
3378,pop
7503,acoustic
6232,dance
5380,pop
10242,dance
11255,jazz
77,blues
1830,metal
2911,rock
1375,pop
4789,jazz
9844,metal
3199,country
884,pop
7563,blues
3435,rock
7180,country
1846,metal
1748,dance
11201,dance
9516,acoustic
2241,dance
1423,rock
7679,country
1925,rock
870,pop
3716,dance
534,acoustic
6760,jazz
6096,blues
674,country
7026,acoustic
9604,classical
2195,country
9081,blues
10057,blues
1180,country
3680,country
10950,techno
9599,blues
3264,jazz
11084,blues
8629,classical
1978,techno
7813,metal
1288,jazz
5995,techno
887,pop
2974,techno
8854,pop
649,classical
8061,blues
3707,dance
4290,jazz
8046,acoustic
7034,acoustic
9513,acoustic
892,pop
407,rock
4101,classical
10695,country
10234,dance
7871,pop
7375,pop
405,rock
617,classical
10805,metal
4188,country
5167,country
9683,country
5284,jazz
6879,pop
2291,jazz
9334,metal
2117,classical
4751,jazz
3555,blues
7656,country
4769,jazz
3153,country
6092,blues
9903,rock
6989,techno
3389,pop
5877,pop
9766,jazz
6741,dance
2069,blues
11554,blues
11988,techno
7158,country
6858,pop
1678,country
8642,classical
3346,metal
2063,blues
9174,country
2988,techno
1076,blues
10223,dance
8827,metal
5945,rock
2458,techno
1504,acoustic
4770,jazz
11047,acoustic
3758,jazz
4744,dance
9356,pop
6014,acoustic
10189,country
8274,jazz
4321,metal
4367,pop
194,country
10264,jazz
5104,classical
9317,metal
8297,jazz
4866,pop
7999,techno
5397,pop
3882,pop
1015,acoustic
1806,metal
8478,techno
10359,pop
4046,acoustic
7413,rock
6844,metal
3140,classical
8632,classical
8775,jazz
11877,pop
2380,pop
5181,country
2119,classical
3929,rock
10616,classical
4068,blues
4932,rock
7277,jazz
6961,techno
7948,rock
4715,dance
6941,rock
963,techno
9918,rock
4272,jazz
11032,acoustic
1520,acoustic
5278,jazz
6301,metal
2815,metal
2697,country
4400,rock
3242,dance
8016,acoustic
3059,blues
4080,blues
2600,classical
3239,dance
8603,classical
9026,acoustic
7750,jazz
11665,country
11729,dance
10032,acoustic
8927,rock
8080,blues
7184,country
10497,techno
1424,rock
41,acoustic
1919,rock
2136,classical
10987,techno
5889,pop
1982,techno
7137,classical
9478,techno
5556,blues
10323,metal
10759,jazz
2412,rock
10751,jazz
7946,rock
5938,rock
4025,acoustic
10914,rock
10314,metal
1058,blues
9493,techno
43,acoustic
6503,acoustic
384,pop
2606,classical
5986,techno
2663,country
6438,rock
4149,classical
10593,blues
8738,dance
4406,rock
1161,country
11830,metal
2332,metal
4635,classical
8189,country
2551,blues
6669,country
11930,rock
3350,pop
8809,metal
5074,blues
11372,pop
6530,acoustic
6322,metal
4265,jazz
972,techno
5389,pop
6810,metal
1435,rock
28,acoustic
5820,metal
11400,rock
8376,pop
6036,acoustic
1958,techno
7569,blues
4607,classical
2729,dance
11804,metal
7702,dance
8952,techno
4366,pop
7136,classical
11867,pop
3679,country
656,country
5252,jazz
11970,techno
10444,rock
9788,jazz
2546,acoustic
5674,country
7077,blues
4716,dance
9160,country
6346,metal
6206,dance
7399,pop
10982,techno
1074,blues
10821,metal
4587,blues
903,rock
4939,rock
5218,dance
2839,metal
7497,techno
9780,jazz
7758,jazz
7556,blues
7820,metal
9474,techno
4759,jazz
339,metal
5108,classical
10660,country
3586,blues
5722,dance
8002,acoustic
10641,classical
9403,rock
5827,metal
11640,classical
2924,rock
9902,rock
8272,jazz
10776,jazz
11542,acoustic
8206,dance
5516,acoustic
5706,dance
2244,dance
5797,jazz
8559,blues
4532,acoustic
338,metal
5234,dance
6111,classical
3364,pop
1268,jazz
2203,dance
8643,classical
5198,country
4376,pop
3018,acoustic
660,country
5941,rock
2496,techno
3058,blues
11106,classical
185,country
1629,classical
104,classical
2028,acoustic
7508,acoustic
2157,country
2611,classical
1249,dance
7123,classical
5759,jazz
6383,pop
11019,acoustic
8440,rock
8814,metal
11612,classical
11974,techno
8776,jazz
1287,jazz
3830,metal
10867,pop
6632,classical
10560,blues
11145,classical
8434,rock
1931,rock
9663,country
1885,pop
9053,blues
9973,techno
3349,metal
4989,techno
5906,rock
8616,classical
7902,rock
8886,pop
5421,rock
11264,jazz
11016,acoustic
4810,metal
8143,classical
4143,classical
1530,acoustic
30,acoustic
5545,acoustic
6769,jazz
8884,pop
6287,jazz
3940,rock
9291,jazz
1369,pop
8822,metal
3338,metal
11259,jazz
442,rock
8330,metal
7747,dance
4353,pop
2309,metal
422,rock
6066,blues
10486,techno
5408,rock
108,classical
1136,classical
6378,pop
10473,techno
9177,country
9897,pop
1986,techno
2960,techno
1810,metal
2100,classical
6335,metal
10900,rock
2245,dance
10607,classical
3896,pop
7057,blues
5534,acoustic
2312,metal
819,metal
995,techno
3797,jazz
10008,acoustic
6973,techno
3888,pop
11176,country
11941,rock
1625,classical
10000,acoustic
11022,acoustic
2155,country
9656,country
9954,techno
3544,acoustic
3618,classical
6244,dance
6745,dance
9561,blues
10698,country
3807,metal
5665,country
11096,blues
6197,country
10505,acoustic
6410,rock
9238,dance
1017,acoustic
11321,metal
8835,metal
2746,dance
1231,dance
8545,acoustic
11986,techno
8014,acoustic
79,blues
3022,acoustic
4804,metal
3802,metal
1338,metal
3708,dance
5313,metal
9024,acoustic
7547,acoustic
3491,techno
1106,classical
7100,classical
8767,jazz
3347,metal
2667,country
7631,classical
10845,metal
6679,country
3282,jazz
909,rock
5317,metal
1863,pop
11791,jazz
2536,acoustic
7478,techno
6848,metal
10959,techno
8748,dance
7217,dance
11335,metal
4536,acoustic
6201,dance
1461,techno
2054,blues
6678,country
4883,pop
10245,dance
3899,pop
9818,metal
8358,pop
9999,techno
10452,techno
